"User name","Nama Penguna"
"Users","Pengguna"
"VAT Number is Invalid","VAT Number is Invalid"
"VAT Number is Valid","VAT Number is Valid"
"Validation Results","Hasil validasi"
"Value","Nilai"
"Value Delimiter:","Nilai Pembatas:"
"Variable","Variabel"
"Variable Code","Kode Variabel"
"Variable HTML Value","Nilai Variabel HTML"
"Variable ID","ID Variabel"
"Variable Name","Nama Variabel"
"Variable Plain Value","Variabel Nilai Sederhana"
"Verifier code: %s","Verifier code: %s"
"View Actions XML","Lihat Aksi XML"
"View Full Size","Lihat ukuran penuh"
"View Memo","Lihat Memo"
"View Memo for #%s","Lihat Memo Untuk #%s"
"View Shipment","Lihat Pengiriman"
"View Statistics For:","View Statistics For:"
"Visibility:","Visibilitas:"
"Warning","Warning"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Peringatan!\r\nAksi ini akan menghapus pengguna ini dari peranan yang sudah ditetapkan \r\nAnda yakin?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Peringatan!\r\nAksi ini akan menghapus para pengguna dari peran yang sudah ditetapkan\r\nApakah anda yakin?"
"Warning: Please do not close the window during importing/exporting data","Peringatan: Jangan menutup jendela selama mengimpor / mengekspor data"
"Watermark File for %s","tanda air bidang untuk %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","We\'re in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Section","Bagian Jaringan"
"Web Services","Web Services"
"Web services","Web services"
"Website","Situs"
"What is this?","Apa ini?"
"Wishlist Report","Laporan daftar keinginan"
"Wishlist item is not loaded.","Barang yang ada di Daftar yang diiginkan tidak dimasukan."
"Wrong account specified.","Wrong account specified."
"Wrong billing agreement ID specified.","Salah penagihan kesepakatan ID tertentu."
"Wrong column format.","Kolom format Salah."
"Wrong newsletter template.","template Buletin yang keliru."
"Wrong quote item.","Barang Kutipan Keliru."
"Wrong tab configuration.","Konfigurasi Tab Keliru."
"Wrong tag was specified.","Tag keliru Telah ditentukan."
"Wrong transaction ID specified.","ID transaksi salah telah ditentukan."
"XML","XML"
"XML data is invalid.","XML data Tidak Berlaku."
"XML object is not instance of ""Varien_Simplexml_Element"".","XML object is not instance of ""Varien_Simplexml_Element""."
"YTD","YTD"
"Year","Tahun"
"Yes","Ya"
"Yes (301 Moved Permanently)","Ya (301 Dipindahkan Secara Permanen)"
"Yes (302 Found)","Ya (302 Ditemukan)"
"Yes (only price with tax)","Ya (Harga yang termasuk Pajak)"
"You cannot delete your own account.","Anda Tidak dapat menghapus akun pribadi Anda."
"You have %s unread message(s).","Anda memiliki %s pesan belum terbaca(s)."
"You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>.","Anda memiliki %s pesan belum terbaca(s). <a href=""%s"">Go to messages inbox</a>."
"You have %s, %s and %s unread messages. <a href=""%s"">Go to messages inbox</a>.","You have %s, %s and %s unread messages. <a href=""%s"">Go to messages inbox</a>."
"You have logged out.","Anda Telah Keluar."
"You have not enough permissions to use this functionality.","Anda belum cukup hak akses untuk menggunakan fungsi ini."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Anda harus mengaktifkan JavaScript di browser Anda untuk memanfaatkan fungsi dari website ini."
"You need to specify order items.","Anda perlu menentukan urutan barang."
"You will need to wait when the action ends.","You will need to wait when the action ends."
"Your answers contain duplicates.","Jawaban Anda mengandung duplikat."
"Your password has been updated.","Your password has been updated."
"Your password reset link has expired.","Your password reset link has expired."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider."
"Zip/Postal Code","Zip/kode pos"
"Zip/Postal Code:","Zip/Kode pos:"
"[ deleted ]","[ Hapus ]"
"[GLOBAL]","[UMUM]"
"[STORE VIEW]","[TAMPILAN TOKO]"
"[WEBSITE]","[SITUS]"
"b","b"
"close","tutup"
"critical","kritis"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","contoh: sitemap.xml"
"failed","Gagal"
"from","dari"
"major","besar"
"minor","kecil"
"notice","pemberitahuan"
"store(%s) scope","toko(%s) jangkauan"
"successful","berhasil"
"to","Sampai"
"website(%s) scope","situs(%s)lingkup"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>."
